app_id,app_name,review_text,review_score,review_votes
10,Counter-Strike,I don't have to tell you what Counter Strike is right? The Steam version is better then a pirated one since the servers work perfectly and it got most bugs out since the days of Won. net,1,0
10,Counter-Strike,10/10 Would review again.,1,0
10,Counter-Strike,One of my favourate game.... :) ,1,0
10,Counter-Strike,Playing with people within this game made me a bad person.  Playing with people within this game made me reetarded.  Playing with people within this game has formed a tumor inside my brain.  Playing this game will make you a homosexual.  And you will like it.,1,1
10,Counter-Strike,buy this game,1,1
10,Counter-Strike,Awesome game! Never had so much fun with any other game!,1,1
10,Counter-Strike,"The best CS ever made, in the history of CS. World class game. Only skill, no skins, no betting, no random spraying, no luck factors involved unlike some games *cough CS:GO cough* :D",1,1
10,Counter-Strike,Nice game :D,1,0
10,Counter-Strike,"I remember back in the days when I was called cyberathlete. This game was so awesome with wallhacks, playing on unofficial VAC servers hosted by Online Game Cheat community. The player with best cheat was master of time. I wish I was that guy when I had a car in Jerusalem. You know three wheels and stuff with aimbot on the roof, freaky oh yeas.",1,0
10,Counter-Strike,Get in position and wait for my go !,1,0
10,Counter-Strike,One of the best FPS games of all time.,1,0
10,Counter-Strike,"This is not a game. This is a life.  I'm so sorry that there are too much cheaters on servers, but if Valve can make it better , it would be great :D Remember old good times, waiting to start a new match between Na'Vi and fNatic &lt;3 And all other teams... Then somebody made a cheat, and destroyed a game. This game changed many lives, many people. I think this game become the world best game ever. For me, it's the best game. I play it every day, but it isn't like sometimes. Now graphic is important. Well, it isn't. I know that this game is dead already... I want to get it back, but there is no way to do that.  Cheaters are everywhere now. In every single game. You can buy cheat for CS:GO for 5$ I think... My friend bought it. I asked him : ' Why did you bought that ? Isn't it better to enjoy playing the game without cheats? ' He told me: ' I want to beat everyone. I want to be the best. No one can stop me now. '  I don't know why are you doing it, this is beautiful game. When I played it for the first time, it was awesome :D Finally a game that I can play with my friends on LAN. And, till today, I'm playing it. I never downloaded a cheat. I don't need that. I want to learn how to play, to be the beast in the world... Now everyone is wanting money, money money... I heard about CS:GO Lounge aka CS GO betting site. Now everyone is watching matches because of skins, to get free money... Well, when I was young, in 2005. I waited with my friends a CS 1.6 match. It was beautiful. Now i sit here, and watch this CS:GO matches... So many people watch matches... But 90% watch them because of f***ing bet...  It will never be like sometimes... Or we can change everything...  Valve please, get this game back to life &lt;3  Thanks.",1,0
10,Counter-Strike,The best game ever,1,0
10,Counter-Strike,Great,1,0
10,Counter-Strike,''Fire in the hole!''  10/10,1,0
10,Counter-Strike,I always love returning to this classic game. Only love for this one &lt;3,1,0
10,Counter-Strike,best shooter,1,0
10,Counter-Strike,Counter-Strike is the best game ever!,1,1
10,Counter-Strike,ISIS tried to recruit me.   10/10,1,0
10,Counter-Strike,pretty good,1,0
10,Counter-Strike,"One of the best games in the world, this game has been my childhood game for years. The community is active, making this one of the oldest and active games of the 3 decades.",1,0
10,Counter-Strike,Best online gungame...no words to describe how gud it is ....i wil simply say do play it once in a life time...:),1,0
10,Counter-Strike,Best online gungame...no words to describe how gud it is ....i wil simply say do play it once in a life time...:),1,0
10,Counter-Strike,Better gameplay than CSGO,1,0
10,Counter-Strike,If you didn't know this game is the reason Steam was invented and for that reason alone I believe everyone on Steam should own this game. Edit. Nominated this game for the Test Of Time award because no game deserves it as much as Counter Strike.,1,0
10,Counter-Strike,The best Game ever~,1,0
10,Counter-Strike,10/10,1,0
10,Counter-Strike,A game that never gets old! &lt;3,1,0
10,Counter-Strike,300+ games and still the best game I got on Steam. Classic.,1,0
10,Counter-Strike,Its the best game i have ever played!,1,0
10,Counter-Strike,This should definately win an award,1,0
10,Counter-Strike,a must have :),1,0
10,Counter-Strike,THE BEST GAME EVER.... My first ever Multiplayer FPS game that got me hooked to the genre....  Games that do this are always special...  10/10,1,0
10,Counter-Strike,-_-,1,0
10,Counter-Strike,"This is an excellent and classic game, every FPS player should play this game.",1,0
10,Counter-Strike,Old but Gold . ^^,1,0
10,Counter-Strike,700h and still playing it &lt;3,1,0
10,Counter-Strike,Old School Rules B-),1,1
10,Counter-Strike,"Counter-Strike - a series of computer games in the genre of team first-person shooter based on the engine GoldSource, originally appeared as a modification of Half-Life games.  You have to compare, so this game I will compare with СS: Source and CS: Global Offensive    Pros:    1. Battle PVP.   The multiplayer game is fully revealed the potential of the idea of the game. The most interesting part of this is. Under the bot can already tune in, but not in the real players. They can deceive, to negotiate, to use cunning tactics to create unusual ambushes.   2. The atmosphere and realism.   In all games, Valve is always a great atmosphere and I was impressed. It is evident that the developers have tried to do everything in this game, as in real life. For example, the sounds. Unfortunately, Valve released a patch in Counter-Strike: Global Offensive with new sounds and they made a .       Minuses:    1. Cheaters.   Well, as without these s? These sons of dogs prevent us from playing. Creators of cheats have always been one step ahead of the creators of the VAC anti-cheat. Valve is trying to improve its anti-cheat and have it turns out.I say that Valve do nothing, not worth it.   2.Graphic arts.   She was good at Counter-Strike as long as did not come out Source. I'm not picky about graphics, but after 30 minutes I start to hurt your eyes. Yes, and in general, this game proved to all that the graphics in games are not the most important thing.   3.Termination of support.   All good things always come to an end, and Counter-Strike is not an exception. The game goes more and more players, server empty.More Valve does not release an update for Counter-Strike and does not support it in e-sports.     Conclusion:     Despite the fact that in this game there are downsides, even if they have, but still this game is legendary.  If you ask me, as you Counter-Strike, the fond memories flooding back me, maybe I can cry .Game, which was able to give me a lot of positive emotions..  ",1,0
10,Counter-Strike,Old but Gold . ^^,1,0
10,Counter-Strike,Old School Rules B-),1,1
10,Counter-Strike,"This is an excellent and classic game, every FPS player should play this game.",1,0
10,Counter-Strike,700h and still playing it &lt;3,1,0
10,Counter-Strike,"Counter-Strike - a series of computer games in the genre of team first-person shooter based on the engine GoldSource, originally appeared as a modification of Half-Life games.  You have to compare, so this game I will compare with СS: Source and CS: Global Offensive    Pros:    1. Battle PVP.   The multiplayer game is fully revealed the potential of the idea of the game. The most interesting part of this is. Under the bot can already tune in, but not in the real players. They can deceive, to negotiate, to use cunning tactics to create unusual ambushes.   2. The atmosphere and realism.   In all games, Valve is always a great atmosphere and I was impressed. It is evident that the developers have tried to do everything in this game, as in real life. For example, the sounds. Unfortunately, Valve released a patch in Counter-Strike: Global Offensive with new sounds and they made a .       Minuses:    1. Cheaters.   Well, as without these s? These sons of dogs prevent us from playing. Creators of cheats have always been one step ahead of the creators of the VAC anti-cheat. Valve is trying to improve its anti-cheat and have it turns out.I say that Valve do nothing, not worth it.   2.Graphic arts.   She was good at Counter-Strike as long as did not come out Source. I'm not picky about graphics, but after 30 minutes I start to hurt your eyes. Yes, and in general, this game proved to all that the graphics in games are not the most important thing.   3.Termination of support.   All good things always come to an end, and Counter-Strike is not an exception. The game goes more and more players, server empty.More Valve does not release an update for Counter-Strike and does not support it in e-sports.     Conclusion:     Despite the fact that in this game there are downsides, even if they have, but still this game is legendary.  If you ask me, as you Counter-Strike, the fond memories flooding back me, maybe I can cry .Game, which was able to give me a lot of positive emotions..  ",1,0
10,Counter-Strike,You have it already.,1,1
10,Counter-Strike,"After years, it`s still very fun to play with friends.",1,0
10,Counter-Strike,700h and still playing it &lt;3,1,0
10,Counter-Strike,Best FPS game I've ever played . 'Rise above all',1,0
10,Counter-Strike,it's very good and play again and again,1,0
10,Counter-Strike,"The best FPS game to ever touch the PC industry, up to this day, no one has been able to properly replicate it, that is all.",1,0
10,Counter-Strike,"I love this Game , 20 years this game was released and still people play it .  addicted game &lt;3",1,0
10,Counter-Strike,"I like this classic game! All textures,all weapons....I think this game was the first, and I hope to be still, the best!",1,0
10,Counter-Strike,"The original CS.  This is where it all started, 1.6. While many forget about 1.4, 1.5 and those versions, 1.6 is a great standalone title.  Graphics wise, you have to be able to run this. If you can't run CS at all, not sure why you have Steam. Simple, and basic is what a lot of people would describe the look and feel of CS to be.  If you haven't played HL original it make look a little stupid, but the game is still great inside. Original can't get more original here -- when talking about the base game idea(s).  Great for people with low end comps and internet like Link Freeman and his dial up. This game was made a while back so keep that in mind!  7/10",1,0
10,Counter-Strike,The best porn game ;),1,0
10,Counter-Strike,Counter-Strike 1.6 NEVER DIE ! The base of CS . Go play it is very fun !,1,0
10,Counter-Strike,Nice Game LOL,1,1
10,Counter-Strike,CS1.6,1,1
10,Counter-Strike,Should be free . Still one of the best games!,1,1
10,Counter-Strike,very nice game,1,0
10,Counter-Strike,One of the most populated game ever .,1,1
10,Counter-Strike,Best fps game and first person shooter!,1,1
10,Counter-Strike,The year is 1987.........................................  ut's time to fight back,1,1
10,Counter-Strike,If you didn't play Zombie Plague Mod then kys pls.,1,1
10,Counter-Strike,"Great Classic,still popular",1,1
10,Counter-Strike,"RECOMMENDED JUST FOR NOSTALGIA, besides that, NOT RECOMMENDED!  It's the father to the modern Counter Strikes and FPS in general. That's a fact, but that doesn't mean you should play this. We have CSGO now, it would be ridiculous to pick up a old, outdated and dying game like CS 1.6. Those who play it do so cause they've been doing it for 15+ years, but no new players arrive and it is too much blocky graphically to be even considered for purchase these days.  Great game, but too old/outdated and dying. Don't recommend, unless you're here to get some nostalgia from the old days. (I still give it thumbs up cause it's still a GREAT game and we can't publish a analysis thinking on the time we are but on the time the game was made, to compare it to it's days instead of current days)",1,1
10,Counter-Strike,When your potato can't even run cs:source. 10/10,1,1
10,Counter-Strike,CS 1.6 is still better than CS:GO,1,1
10,Counter-Strike,Best FPS game of all time. It's a shame only a few people still play it.,1,0
10,Counter-Strike,best game of its generation!,1,0
10,Counter-Strike,Counter Strike Is Best Game In The World:*,1,0
10,Counter-Strike,Really Good Grapic XD More Than Csgo hahahaha -SWFX-,1,0
10,Counter-Strike,.,1,0
10,Counter-Strike,Old graphic good playa everything you need to lost your school average ,1,0
10,Counter-Strike,  Old but good game!,1,0
10,Counter-Strike,  :),1,0
10,Counter-Strike,Most favourite game of my childhood &lt;3,1,0
10,Counter-Strike,"As a CS fan I do like tis game. But I don't have that madness to the game as many other do. That could be because I grew up with CS:S. So I feel like you guys do, just not to the same game. But I mean this game was the start of the cs history so this game needs love! :3",1,0
10,Counter-Strike,Old But Gold,1,0
10,Counter-Strike,✰✰✰,1,0
10,Counter-Strike,The game of my childhood.,1,0
10,Counter-Strike,Best multiplayer shooter ever ;),1,0
10,Counter-Strike,This is my favorite game .,1,0
10,Counter-Strike,Counter Stricke 1.6 is a great game.! Recommends all players! Counter Stricke is an action game. If you play for a clan you have a lot to think about stack areas. Enjoy these in it.! GG &amp; HL,1,0
10,Counter-Strike,This is real good game!!!!!!,1,0
10,Counter-Strike,Classics,1,0
10,Counter-Strike,"Counter-Strike was one of the first video games I have ever played and will always be up there in my list of favorite games.  I had just installed it. It was my first multiplayer game and I though I'm too new to play against players so I played only with bots slowly progressing from easy to to the hard ones. Then one day I joined a Dust II DM server. It was chaotic, but fun. I didn't even know the map then, but I learned it by playing lots of DM. I slowly climbed the integrated server ranks and made friends with one of the admins...then after a while the server disappeared.  After that I found out about deathrun. I was horrible at it, but the regulars helped me and I started visiting the server more and more. Apparently the same server chain had a gun game server too. Now that was amazing. Completely different people played there, but again friendly ones. After a couple of months the server chain was shut down...  I continued playing aim, awp, jailbreak and other mods. I didn't even play the classic mode, it wasn't of that big interest to me, though after a couple of months I stopped playing CS.  I can't not recommend this game, because I have so many memories from it. Nostalgia.",1,0
10,Counter-Strike,"This game ruined my life. It's an awesome title! I never knew a game 14 years old would be so good and still, it's active in the community! That's really nice! This game is a huge hit in the market and still there are lots of buyers.   It is a little thought for a guy like me who just plays non fps games.  But still, it is really interesting and amazing to play with friends and online too!",1,0
10130,TimeShift,"Didn't expect much from it but got a fun, fast paced and linear 10 hour campaign. The story is almost nonexistent and is pretty much just an excuse to run around and murder people with time manipulation mechanics. Your health regenerates and there are no pickups other than enemy dropped weapons and the occasional weapon chest, so you'll just be going forward all the time and obliterating everything on your way, which I usually find boring but the TimeShifting mechanics make it very enjoyable. I definitely recommend getting it on a sale.  WARNING: I tried running this game a few years ago on a machine with an AMD GPU and the game stuttered so much it was unplayable. It now works perfectly on my new Nvidia GPU, so be warned, it may not work on AMD GPUs!",1,0
10130,TimeShift,"has less bugs than quantum break  huehuehue  no, but srlsy, buy it only once it's on sale",1,1
10130,TimeShift,"And here we come to one more underrated game. I played this game in 2008 but dropped it soon after I started. And the reason was poor storytelling. This time I was more patient and clever.   Well, firs thing first: now I tell you what this game actually about. Our protagonist works in some very advanced research facility where they develop suits which can manipulate time. But it is clearly understandable is he a scientist or some kind of science CIA agent to watch over scientists do not use their inventions in some 'improper' way like your antagonist did. And head of research team was one badass scientist named Krone who stole of suits, blew up the facility, jumped back in time and made himself a dictator. Well, he oppressed the people, and the was a rebellion. And we jumped in time to the end of the rebellion.  This is the moment you star playing this game and you see only grey concrete around, ugly city, revolutionaries who look like hobos and terrorists, you get some  pistol and machine gun, you cannot manipulate time, you get a feeling that you constantly loosing and finally you see how rebellion...failed.   This is the time when fun starts. Your suit sends you back in time several days before the rebellion. And you get a shotgun and grenades and this grenades are sticky...and electricizing. The stick to an enemy and he is screaming 'Oh, my god explosives. Hit the deck' while been bitten by electric current and then BAM! And now you can manipulate time: stop, reverse and slow. Well you user 'reverse' to get to some places to advance in the game, 'slow' is for slow motion as in every other game except everything you do happen in usual timeline, for example you throw a grenade in 'slow' and while enemies run in slo-mo and scream in slow-mo it explodes with usual speed, and with 'stop' you can come to bunch of enemies and take their weapons from their hands and the listen how they say kinda 'well, dude, you see we are unarmed so...move along'.   And you storm prison and stronghold. And you get sniper rifle and rocket launcher and crossbow with exploding bolts and hand cannon with exploding ammo and machine gun with flammable ammo and electro gun. And you meet enemies with jetpacks, kinetic shield enemies, enemies who can manipulate time and teleport enemies and enemy heavy walker and helicopters. And then you hijack big flyers...well, a lot of stuff will happen in this game. And with all this stuff you kinda do some corrections to the course of rebellion and for it outcome.  And exploding barrels! LOTS OF THEM!!!  But still because of poor storytelling you will keep asking yourself: who are these people around you? why are you with them? why? why?  So if you put aside shady beginning, lack of storytelling and sudden end it is 2007 rail shooter at best. 7/10.",1,0
10130,TimeShift,"I first played this game after it was just released, 7 years ago. I just played it through again and it still feels like a great and new game. The gameplay is fun (manipulate time!), the graphics are decent though my standards for good graphics are CS:S-like.   The only thing I missed back in 2007 was the lack of people on multiplayer, which now is basically unexisting.   I can recommend this game to everyone who wants to play a SinglePlayer game with a good/fun story and medium-paced gameplay. The puzzles aren't complicated yet keep you entertained, the story missions are well fun and worth playing through multiple times. This game deserves the 71/100 metascore and I'd give it around 7.5/10 myself.",1,0
10130,TimeShift,great game for its time,1,1
10130,TimeShift,"Fantastic! The time powers and weapon arsenal is amazing, story is so-so but who gives a damn?",1,0
10130,TimeShift,Slow mo action. Really fun for awhile but can get a bit repetitive. Also not the best visuals ever but that doesn't make a game 6/10 is what I rate this.,1,0
10130,TimeShift,"stopped time to disarm people,  their reaction 17 dollars worth right there",1,1
10130,TimeShift,"I first played this game after it was just released, 7 years ago. I just played it through again and it still feels like a great and new game. The gameplay is fun (manipulate time!), the graphics are decent though my standards for good graphics are CS:S-like.   The only thing I missed back in 2007 was the lack of people on multiplayer, which now is basically unexisting.   I can recommend this game to everyone who wants to play a SinglePlayer game with a good/fun story and medium-paced gameplay. The puzzles aren't complicated yet keep you entertained, the story missions are well fun and worth playing through multiple times. This game deserves the 71/100 metascore and I'd give it around 7.5/10 myself.",1,0
10130,TimeShift,"Good overlooked gun and run game. Once you master the the slow time ability it becomes fairly easy, but you still die a lot. Not a bad thing. Seems like a missed opprorunity with the time abilty powers though, could have been more creatve. Also the story is so disjointed I didn't have a clue whats going on. Just kill kill KILL! 7/10",1,0
10130,TimeShift,"Buy it, play it, no regrets.",1,1
10130,TimeShift,great shooter nice graphics simple gameplay goty 10/10 ( strickly based on my own engoyment of the game :) ),1,0
10130,TimeShift,"Don't look at my play time. I used another exe (not for this game, obviously) to get 5 minutes to write this review. Maybe my review would help somebody.   Game doesn't work if you have Windows 7, 8 or 8.1 x64",-1,1
10130,TimeShift,Time moves when you move.   Wait no that's SUPERHOT.  Time moves when you decide that you're done ing  up.,1,1
10130,TimeShift,"So i did some research and found that this game crashes if you enable interlacing, which is something that has to do with your gpu and how it streams its data that almost every modern gpu uses by default, which has to be changed in the B.I.O.S. Which makes it confusing how I managed to play about a half an hour of this before it crashed in game, and loading a save only made it crash again during the loading screen, and the community seems to not have a fix for it. Starting a new game also didn't work in case you didn't think I tried. Downvoting until i hear it's fixed, odds are with a game this old now it will never happen. Really fun though, controller pretty much necessary.  Edit: So I looked at this review and realized that I pretty much didn't cover any of the game I actually played, so in short, it has some decent puzzle elements, like stopping a fan blade over a death pit and walking across per say, or walking up to a dude, taking his gun and punching him in the face. You would not believe how much fun that is until you try it. I've played through most of the game on my friends ps3, which is why I picked it up, however I'm still dissapointed that there isn't a solution for my problem no matter how hard I look, considering my BIOS is apparently crap and I don't have interlacing options. This is a good game, and I reccomend picking it up, just not on PC, I hate to say it.",-1,0
10130,TimeShift,"This game is the dictionary definition of mediocre. While there is nothing blantantly wrong with it, it does not excel in any department either. Being able to control time at will sounds like a great mechanic but it is poorly implemented in this game. During combat all you need to do is slow down time and you become virtually untouchable. which takes away any sort of tension during firefights. It seems the develepers tried to account for this by making enemy fire highly lethal (meaning a couple of shots to the face and you're dead), and by having enemies ambush you -- as if they come out of nowhere -- resulting in constant reloadings back to the previous checkpoint. Even having purchased this game on sale I cannot recommended it since, despite giving it an honest try, it offers no entertainment value. ",-1,0
10130,TimeShift,"On medium it took me 10 hours.  KI is not as good as the one of F.E.A.R,, but close to it.  With the time stopping, forwarding and backwarding you have an unfair advantage - and they are used for some minor puzzles.  Story is forgettable - and dat ending, dat bossfight... My oh my!  Game has its lenghts (even if it´s only 10 hours on medium...or as they call it 'hard')- you run around from checkpoint to checkpoint, kill some enemies, do some minor task - and that´s it.  If you don´t move over a certain line the enemy doesn´t engage you.  Game mechanics are fine. Even for today graphics, and effects are good - not outrageously excellent, but very solid.  Soundtrack is ok, but nothing that stay is one´s memory.    I still recommend it if it is on sale.",1,0
10130,TimeShift,"Wonderful idea, terribly mediocre execution that ends about an hour or so before it feels ready to.  Some of the time puzzles are pretty great, though.",1,0
10130,TimeShift,"Il start by saying that after so many delays on release for this game at the time, for the ones who played the first Demo, it was clear that the devs polished the game before release to give a better overall experience, the players that come in touch with the game now may not see it, but the game now have nothing in common with that Demo besides the 2 levels played since the game mechanics improved greatly and shame that a sequel was discarded by Activision short after release since not all games are like CoD, good or bad the sales seem unaffected.  The game mechanics are the strong point of Timeshift, the ability to stop time, provide you endless possibilitys, being for advancing in story or just muck around with the enemys, is just plain fun, enemys provide enough challenge on higher dificulty and at some point can even be frustrating when facing the enemys armed with beast that fire explosive arrows.  The story is interesting enough to complement the game and graphics are good if we look at release date for this game (no point making comparations with games now days), the sound and voice acting are also good and help imersing the game, since at points feel like a belivable world.  Depending on how people are used to play shooters, the campaing takes something like 8h to 10h since the game is pretty linear with some areas with more freedom to diferent approach, if you can get this on sale, it definetly worth the time and money for a good laughs looking at helpless enemys stopped in time.",1,0
10130,TimeShift,"My absolute favourite gimmick based game ever, all around decent fps with the added time mechanic for puzzles. Really satisfying to play.",1,0
10130,TimeShift,"I remember playing this game at my cousin's house years ago. I thought it was so amazing. When I found out it was not only on Steam, but also on sale, I had to have it. I can safely say that even now, it still gives me that amazed feeling(even though pc controls are a bit difficult for me). The gameplay is good. The time manipulation mechanic works to keep combat fresh, as well as a puzzle solving tool. It reminds me a lot of Half-Life 2 not only in the gameplay, but the story as well(minus the time manipulation stuff). It looks nice, even on the lowest settings and my dinosaur of a computer can still run it fine. It is a bit dated, I mean it was made in 2007 so what can you expect? I would definitely recommend giving it try for $5.00. I'm not sure if it's worth the full $20.00 price though.... Havn't played much, but I'd give it a 8/10 so far.",1,1
10130,TimeShift,"A pseudo-historic/sci-fi FPS that lets you manipulate time, for both combat and puzzle scenarios. While it's very linear, has a non-existent story, and features fifty shades of brown in its art direction, the gameplay itself is more or less on target and is definitely worth a playthrough, especially if you can get it on a sale.",1,0
10130,TimeShift,"This game came out in 2007, why are people comparing it to games like crysis 2 that came out after this.  Anyways its a really solid gameplay wise with you able to control time, but the story sucks .",1,0
10130,TimeShift,"Graphics are outdated but no matter how old it is, it is a cool game with an awesome story and strategy is intertwined with shooting the crap out of things. It is for sure a challenge for you pros out there too",1,0
10130,TimeShift,"A really fun FPS that I wished I played when it first came out. It is really fun, and the time-shifting powers add a new dimension to normal gunplay. Most fo the puzzles are pretty easy, but a few of them make you think.  The story is pretty good,my only problem is with the Villain, he is cool but he never really addresses you until the last stage. Personally I like it better when games allow you to interact with the villains a little more. Even if that is just the villain, antagonizing you throughtout the game. The villain here, Krone, doesn't really even address you until you get to the final boss area.  Other than that minor gripe, I believe that this game is an underated FPS gem, that should be played by anyoine who is a fan of the genre.",1,0
10130,TimeShift,F.E.A.R. and Half-Life had a baby..This.,1,1
10130,TimeShift,"this game is great, good gameplay and the time shifting mechanics are pretty cool, ive played and finished it a few times now and i usually come back to it after a few weeks of not playing. overall about 7.5/10",1,0
10130,TimeShift,you play a sceintist tha travels through time and has to defeat another sceintists in a dictator run future. this sounds familar but i cat put my finger on it   10/10 would stop time to put grenade on guy,1,0
10130,TimeShift,"great game, great story... deserves to be taken care of and possibly a sequel.  unfortunetly the game has been lef to die in digital hell by activision... since saber no longer exists, i would love to give this game new life.  if you dont like to see games like this abandoned, then please consider signing this petition:  https://www.change.org/p/microsoft-lionhead-studios-fix-fable-3-gfwl-problem-or-allow-another-company-to-do-so   if anyone has suggestions for other games that should be revived, please let me know.",1,0
